Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,166,55000
Silverado,Jubail,Chevrolet,Automatic,Saudi,Semi Full,2018,5.3,112000,77000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,68000,27000
Datsun,Taef,Nissan,Manual,Other,Full,2015,2.4,261000,35000
H6,Jeddah,HAVAL,Automatic,Saudi,Full,2020,2.0,2000,69000
Bentayga,Dammam,Bentley,Automatic,Saudi,Full,2019,6.0,13000,850000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2018,4.0,81499,123000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2021,4.6,20000,296000
Z370,Jazan,Nissan,Automatic,Saudi,Semi Full,2015,3.7,111075,80000
Hiace,Jubail,Toyota,Manual,Saudi,Standard,2012,2.7,126000,35000
Fusion,Riyadh,Ford,Automatic,Saudi,Standard,2016,2.5,107590,54500
C,Dammam,Mercedes,Automatic,Other,Full,2015,2.0,82000,109000
S,Riyadh,Mercedes,Automatic,Saudi,Full,2012,3.0,140000,95000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,3.6,170000,45000
FJ,Hail,Toyota,Automatic,Saudi,Full,2014,9.0,308000,75000
S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2002,3.0,101000,38000
Land Cruiser,Sakaka,Toyota,Automatic,Saudi,Full,2014,4.6,310000,100000
Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,2013,1.4,85000,16000
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Standard,2018,5.3,39000,147000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2012,4.6,250000,85000
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,75000,70000
Accord,Al-Ahsa,Honda,Automatic,Saudi,Semi Full,2019,1.5,11000,95800
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,176000,24000
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016,3.8,91000,67000
X-Trail,Dammam,Nissan,Automatic,Saudi,Semi Full,2017,2.5,99000,62000
Other,Riyadh,Geely,Automatic,Saudi,Full,2017,1.4,45000,36000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,28500
Elantra,Al-Medina,Hyundai,Automatic,Saudi,Standard,2019,1.6,84000,51000
Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2020,1.6,58000,65000
Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2014,5.7,120000,85000
Impala,Aseer,Chevrolet,Automatic,Saudi,Standard,2016,3.5,139000,65000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,3.5,98530,56500
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,80000,45000
Sierra,Dammam,GMC,Automatic,Saudi,Semi Full,2016,6.0,450000,71000
Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,2.5,63000,63000
H6,Dammam,HAVAL,Automatic,Saudi,Semi Full,2020,2.0,5000,70000
ES,Jeddah,Lexus,Automatic,Saudi,Full,2019,2.0,47000,190000
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2020,1.6,36000,53000
Bus County,Riyadh,Hyundai,Manual,Saudi,Standard,2016,3.9,132852,85000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2020,5.0,26000,575000
Seltos,Riyadh,Kia,Automatic,Saudi,Semi Full,2021,1.6,10000,75000
Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,348,22000
Cerato,Al-Ahsa,Kia,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,37500
Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,2.4,183000,70000
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,3.5,3773,124500
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.4,2389,62000
Sunny,Abha,Nissan,Manual,Other,Semi Full,2007,2.8,300020,15000
Rav4,Dammam,Toyota,Automatic,Saudi,Standard,2018,2.5,134000,66000
CT-S,Riyadh,Cadillac,Automatic,Saudi,Semi Full,2012,3.0,70000,50000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,176277,37000
CS75,Riyadh,Changan,Automatic,Saudi,Full,2017,1.8,107000,37000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,79237,58500
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,2.7,258000,62000
X,Riyadh,BMW,Automatic,Saudi,Full,2014,5.0,138000,105000
Sportage,Al-Ahsa,Kia,Automatic,Saudi,Standard,2019,1.6,75000,60000
Stinger,Dammam,Kia,Automatic,Saudi,Full,2020,3.3,7000,160000
C300,Al-Ahsa,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,70000
Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,3.5,30000,127000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2017,6.0,61339,155000
Hilux,Khobar,Toyota,Manual,Gulf Arabic,Full,2016,2.7,106000,73000
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,1.6,43000,54500
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014,4.6,106000,129000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,5.7,120000,205000
Land Cruiser,Tabouk,Toyota,Automatic,Other,Full,2003,4.6,225,35000
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.5,61760,42000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,6.2,20000,56000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2018,2.7,224000,85000
Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2010,6.0,35000,160000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2012,3.6,147000,25000
GS,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,1.0,69000,163000
Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,66000,29000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,79159,75000
CX5,Khobar,Mazda,Automatic,Saudi,Full,2021,2.5,845,129000
ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,200000,75000
Mustang,Jeddah,Ford,Manual,Other,Full,2004,4.6,172,35000
Other,Khobar,Porsche,Automatic,Saudi,Full,2020,5.0,18000,375000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,70900,40000
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.4,144024,27500
Hilux,Qurayyat,Toyota,Manual,Gulf Arabic,Full,2016,1.6,120,60000
Caprice,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2008,3.5,255000,25000
X-Terra,Qassim,Nissan,Automatic,Saudi,Full,2013,4.0,95000,61000
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2007,5.6,257000,35000
CS35 Plus,Riyadh,Changan,Automatic,Saudi,Full,2020,1.4,64355,60000
SRT,Hafar Al-Batin,Chrysler,Automatic,Saudi,Full,2015,6.4,200,115000
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,95000,93000
Mustang,Riyadh,Ford,Manual,Saudi,Semi Full,2010,4.0,169000,50000
S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2018,5.0,30000,335000
Expedition,Riyadh,Ford,Automatic,Other,Standard,2013,1.4,190000,47000
The 7,Al-Medina,BMW,Automatic,Saudi,Semi Full,2008,2.0,176000,26000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,29000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018,3.5,75000,96000
CLA,Riyadh,Mercedes,Automatic,Saudi,Full,2017,2.0,103000,110000
Fusion,Dammam,Ford,Automatic,Other,Semi Full,2012,2.5,300000,18000
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2016,5.0,101839,220000
Elantra,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2015,2.0,250000,32000
Sonata,Qassim,Hyundai,Automatic,Other,Full,2017,2.0,42157,55000
Malibu,Makkah,Chevrolet,Automatic,Saudi,Full,2014,2.6,138,27000
Rio,Makkah,Kia,Automatic,Saudi,Standard,2016,1.6,80000,25000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2019,5.7,101000,220000
Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,250000,30000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,4.5,10000,259000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,89000,80000
Taurus,Khobar,Ford,Automatic,Other,Full,2010,3.5,254000,35000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2017,2.5,120500,50000
Prado,Khobar,Toyota,Automatic,Saudi,Standard,2011,4.0,263000,55000
Land Cruiser,Jazan,Toyota,Manual,Saudi,Standard,2004,4.6,425000,35000
Marquis,Aseer,Ford,Automatic,Saudi,Full,1995,4.6,180000,13000
Rush,Makkah,Toyota,Automatic,Saudi,Semi Full,2021,1.5,10000,55000
Victoria,Dammam,Ford,Automatic,Saudi,Semi Full,2015,4.6,130000,70000
Land Cruiser Pickup,Al-Medina,Toyota,Manual,Saudi,Standard,2014,6.0,192000,73000
Focus,Riyadh,Ford,Automatic,Saudi,Standard,2014,1.5,75000,21000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,3.0,175000,72000
Aveo,Dammam,Chevrolet,Automatic,Other,Standard,2014,1.6,88000,13000
Hilux,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,95000,85000
Land Cruiser Pickup,Jeddah,Toyota,Manual,Saudi,Full,2019,4.0,67000,95000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,194814,55000
The 5,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2020,1.9,7800,177000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2017,2.7,100000,90000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,107000
Eado,Jeddah,Changan,Automatic,Saudi,Full,2021,1.6,1000,60000
ES,Al-Namas,Lexus,Automatic,Saudi,Full,2007,3.5,250000,25000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2018,3.5,65000,122000
Hiace,Jeddah,Toyota,Manual,Saudi,Standard,2000,2.7,2000,12000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018,3.6,52000,75000
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,86000,54000
GLC,Riyadh,Mercedes,Automatic,Other,Standard,2020,2.0,15391,265000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,19800,265000
C300,Jeddah,Chrysler,Automatic,Saudi,Full,2005,5.7,300000,20000
Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,133000,18500
Malibu,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2016,2.5,203000,32000
Challenger,Dammam,Dodge,Automatic,Other,Full,2018,4.5,90000,113000
D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,203957,68500
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2017,5.7,55000,153000
Sierra,Al-Ahsa,GMC,Automatic,Saudi,Standard,2011,5.3,272000,41000
Prado,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2003,4.0,450000,30000
G,Dammam,Mercedes,Automatic,Saudi,Full,2017,4.0,113000,330000
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,245743,65000
K5,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2021,2.5,12000,94000
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2012,1.0,251000,38000
Furniture,Taef,Toyota,Automatic,Saudi,Full,2016,4.0,235000,85000
X-Trail,Qassim,Nissan,Automatic,Saudi,Full,2018,2.5,86500,74000
Patrol,Jeddah,Nissan,Automatic,Saudi,Standard,2016,4.8,93000,83000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56400,38000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,350000,50000
The 5,Jeddah,BMW,Automatic,Saudi,Full,2019,2.0,40000,220000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,57000,35000
Armada,Jeddah,Nissan,Automatic,Saudi,Full,2012,5.6,138000,60000
Charger,Yanbu,Dodge,Automatic,Saudi,Full,2013,5.7,144000,59000
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2018,3.6,99288,84500
Maxima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,1.0,121000,64000
Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2012,2.7,127000,65000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,194000,80000
6,Jubail,Mazda,Automatic,Gulf Arabic,Semi Full,2015,2.0,278,40000
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.0,5000,187000
CX9,Jeddah,Mazda,Automatic,Saudi,Standard,2020,2.5,20000,115000
Camry,Riyadh,Toyota,Manual,Other,Full,2007,1.1,450000,11000
Blazer,Jubail,Chevrolet,Automatic,Saudi,Standard,2015,3.6,180000,40000
H1,Jeddah,Hyundai,Automatic,Saudi,Full,2014,2.4,146000,40000
Sorento,Riyadh,Kia,Automatic,Saudi,Standard,2015,3.3,94283,55500
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,129000,55000
Expedition,Khobar,Ford,Automatic,Saudi,Standard,2014,5.4,243500,45000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2014,1.6,135000,18000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.4,40000,55000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,13000,420000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2018,6.0,168000,150000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,17000,35000
Land Cruiser,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.5,480000,62000
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,56000,71000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,2.4,161000,55000
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,3.5,89000,62000
C,Riyadh,Mercedes,Automatic,Other,Full,2017,2.0,62000,186000
Sorento,Dammam,Kia,Manual,Saudi,Full,2006,3.5,257000,15000
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.7,85218,64000
X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,331612,46000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2019,3.3,73000,65000
IS,Dammam,Lexus,Automatic,Other,Full,2016,3.5,96000,108000
Victoria,Dammam,Ford,Automatic,Saudi,Full,1997,4.8,377,12000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.4,220000,43000
Datsun,Jeddah,Nissan,Manual,Saudi,Semi Full,2015,2.0,130000,32000
CT4,Jeddah,Cadillac,Automatic,Saudi,Semi Full,2020,3.7,5800,155000
Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,78000,135000
Dokker,Riyadh,Renault,Manual,Saudi,Standard,2018,1.6,88000,30000
Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.4,43000,135000
Camry,Tabouk,Toyota,Manual,Gulf Arabic,Full,2010,1.8,370,25000
Sorento,Riyadh,Kia,Automatic,Saudi,Full,2016,3.3,116000,53000
Bus County,Jeddah,Hyundai,Manual,Saudi,Full,2016,3.0,44000,97000
Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,142000,18500
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,98000,26000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,62400,40000
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,39000
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,106377,69500
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103461,30000
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2017,2.5,95000,78000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59200,76500
Prado,Jubail,Toyota,Automatic,Saudi,Full,2015,1.6,55000,130000
Sonata,Dammam,Hyundai,Automatic,Saudi,Standard,2017,2.4,109191,54000
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2017,1.0,63000,88000
Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,79000,122000
Optra,Jeddah,Chevrolet,Automatic,Gulf Arabic,Full,2010,1.6,206000,8000
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2012,5.4,182000,42500
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014,2.7,157,80000
G80,Riyadh,Genesis,Automatic,Saudi,Standard,2018,3.8,52329,93500
C,Riyadh,Mercedes,Automatic,Other,Semi Full,2015,2.0,187000,94000
F Type,Dammam,Jaguar,Automatic,Gulf Arabic,Full,2016,3.0,42000,190000
Marquis,Al-Medina,Ford,Automatic,Other,Full,2011,4.0,327000,26000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.5,193265,26500
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,98659,27500
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,229507,35500
LX,Aseer,Lexus,Automatic,Gulf Arabic,Semi Full,2014,2.4,168000,190000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,74522,79500
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Semi Full,2006,3.5,300000,13000
Sonata,Qurayyat,Hyundai,Automatic,Other,Full,2015,2.0,110000,43000
Victoria,Al-Ahsa,Ford,Automatic,Other,Semi Full,2011,4.6,230,28000
Navigator,Aseer,Lincoln,Automatic,Saudi,Full,2011,5.4,200000,60000
Seltos,Riyadh,Kia,Automatic,Saudi,Semi Full,2020,1.6,4800,73000
Quattroporte,Dammam,Maserati,Automatic,Saudi,Full,2015,3.0,125000,125000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,33613,40000
CC,Al-Ahsa,Volkswagen,Automatic,Saudi,Full,2012,2.0,210000,27000
Datsun,Makkah,Nissan,Manual,Other,Standard,2008,2.4,180,30000
6,Dammam,Mazda,Automatic,Saudi,Standard,2017,2.5,175000,50000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014,2.0,119000,33000
ASX,Riyadh,Mitsubishi,Automatic,Saudi,Full,2020,2.0,22000,67000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2018,5.0,26000,170000
Carens,Jeddah,Kia,Automatic,Saudi,Semi Full,2015,1.6,37000,33000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,125000,245000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.6,6711,290000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014,2.4,230000,61000
Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2005,5.7,160,45000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,30000,46000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,34000,80000
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,151000,37000
Prado,Riyadh,Toyota,Automatic,Saudi,Full,2014,4.0,314000,95000
ES,Jeddah,Lexus,Automatic,Saudi,Full,2019,3.5,26000,207000
E,Jeddah,Mercedes,Automatic,Other,Full,2015,2.2,127000,85000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Semi Full,2013,8.7,177,88000
Prado,Jazan,Toyota,Manual,Saudi,Semi Full,2006,4.0,600000,33000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,138000,31000
Taurus,Yanbu,Ford,Automatic,Other,Semi Full,2016,3.5,125000,67000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,35000,63500
S,Al-Ahsa,Mercedes,Automatic,Other,Semi Full,1995,3.0,115,21000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,75000,73000
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2013,5.3,334,45000
SEL,Jeddah,Mercedes,Automatic,Other,Full,1991,5.6,17000,100000
Patrol,Taef,Nissan,Automatic,Gulf Arabic,Full,1998,4.5,595000,20000
Other,Riyadh,Honda,Manual,Saudi,Semi Full,2005,4.0,100,20000
Sierra,Dammam,GMC,Automatic,Saudi,Full,2011,6.2,165000,65000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,209000,57000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,180000,70000
Maxima,Riyadh,Nissan,Automatic,Gulf Arabic,Full,2010,3.0,280000,22000
Elantra,Riyadh,Hyundai,Automatic,Other,Full,2021,2.0,3000,90000
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Standard,2015,2.4,127000,102000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,105000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,47286,49000
Armada,Jeddah,Nissan,Automatic,Saudi,Semi Full,2006,5.6,100000,12000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2017,4.6,200000,180000
Land Cruiser,Dammam,Toyota,Manual,Gulf Arabic,Full,2019,4.6,74000,180000
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,4.0,67000,90000
IS,Jazan,Lexus,Automatic,Saudi,Full,2017,3.5,69000,150000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,250000,58000
Taurus,Dammam,Ford,Automatic,Saudi,Semi Full,2016,3.5,118000,65000
Charger,Aseer,Dodge,Automatic,Saudi,Full,2018,5.7,85000,130000
S,Dammam,Mercedes,Automatic,Other,Full,2016,3.0,56000,240000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2006,5.0,220000,30000
The 7,Makkah,BMW,Automatic,Saudi,Full,2021,2.0,2000,450000
XT5,Riyadh,Cadillac,Automatic,Saudi,Standard,2017,3.6,24000,130000
Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2013,5.3,289000,55000
XT5,Riyadh,Cadillac,Automatic,Saudi,Full,2017,3.6,183000,108000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,2.0,105000,85000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2017,2.7,62000,87000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,72000,75000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,240000,35000
G80,Jeddah,Genesis,Automatic,Saudi,Semi Full,2017,3.8,240000,80000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2020,4.0,42835,241500
6,Jeddah,Mazda,Automatic,Saudi,Standard,2018,2.5,198,55000
Ciocca,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2016,5.7,390,90000
Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,3.5,192000,65000
Corolla,Jeddah,Toyota,Automatic,Other,Semi Full,2017,1.6,75000,55000
Azera,Dammam,Hyundai,Automatic,Saudi,Semi Full,2008,2.7,407767,17000
A6,Jeddah,Audi,Automatic,Saudi,Full,2016,3.0,77000,90000
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,97000,135000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,215000,28000
Acadia,Riyadh,GMC,Automatic,Saudi,Full,2008,3.6,220000,20000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018,3.5,100000,89000
KICKS,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,28000,58000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2014,5.3,92000,90000
Tuscani,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,95000,55000
Grand Cherokee,Al-Medina,Jeep,Automatic,Saudi,Full,2015,5.7,215000,65000
Rio,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.4,138000,30000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,4.6,38000,255000
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,159,33000
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Standard,2015,3.6,148,69500
ES,Makkah,Lexus,Automatic,Saudi,Full,2021,3.5,25000,230000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87042,29500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,35000
A,Jeddah,Mercedes,Automatic,Saudi,Standard,2020,2.0,10770,165000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.4,115,22500
Innova,Jazan,Toyota,Automatic,Saudi,Full,2017,2.4,167000,70000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,24000,106000
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,53811,29500
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2018,2.0,142,52000
4Runner,Jeddah,Toyota,Automatic,Saudi,Full,2018,6.1,115150,95000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.7,200000,57000
Camry,Qassim,Toyota,Automatic,Saudi,Full,2012,2.5,265000,32000
Creta,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.6,65357,55000
ATS,Riyadh,Cadillac,Automatic,Gulf Arabic,Full,2018,2.0,51000,125000
Expedition,Tabouk,Ford,Automatic,Saudi,Semi Full,2007,3.5,241271,25000
Sonata,Hafar Al-Batin,Hyundai,Manual,Saudi,Standard,2013,2.4,490000,16000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,78000,36000
Land Cruiser 70,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2019,4.0,131592,116000
A,Riyadh,Mercedes,Automatic,Gulf Arabic,Standard,2020,2.0,12500,150000
CRV,Jeddah,Honda,Automatic,Gulf Arabic,Full,2010,2.7,105000,35000
G80,Jeddah,Genesis,Automatic,Saudi,Full,2013,3.8,124,55000
Camry,Jeddah,Toyota,Automatic,Saudi,Full,2016,2.5,155,58000
Taurus,Riyadh,Ford,Automatic,Other,Full,2019,3.5,32714,109000
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2015,2.0,69000,45000
Camry,Al-Ahsa,Toyota,Manual,Saudi,Full,1995,2.5,300,12000
Sportage,Riyadh,Kia,Automatic,Other,Standard,2016,2.0,55000,68000
Yukon,Aseer,GMC,Automatic,Other,Semi Full,2015,5.3,292000,75000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014,1.6,410000,25000
The 4,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015,2.0,122000,110000
Marquis,Al-Medina,Ford,Automatic,Other,Full,2003,1.0,300,9000
Picanto,Jeddah,Kia,Automatic,Saudi,Semi Full,2017,1.4,148000,20000
Mustang,Dammam,Ford,Automatic,Other,Full,2019,2.3,41000,123000
FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,46000,135000
