Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
Hiace,Jeddah,Toyota,Manual,Saudi,Standard,2013,2.7,270000,True,0
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2004,3.0,230000,False,15000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.8,69000,False,77000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2019,2.5,13136,False,99500
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2017,1.6,132310,False,49500
Range Rover,Dammam,Land Rover,Automatic,Saudi,Semi Full,2014,3.0,149000,True,0
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,4.0,134000,False,135000
Datsun,Aseer,Nissan,Manual,Saudi,Full,2015,2.4,200000,False,40000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,271000,False,55000
Flex,Jazan,Ford,Automatic,Saudi,Standard,2014,3.5,142000,True,0
Camry,Najran,Toyota,Automatic,Saudi,Semi Full,2020,2.5,30000,True,0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,123000,False,69000
Caprice,Tabouk,Chevrolet,Manual,Saudi,Standard,2009,6.0,230945,False,15000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,110000,False,27000
Grand Vitara,Makkah,Suzuki,Manual,Saudi,Standard,2002,2.5,371000,True,0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.5,111000,False,68000
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Full,2014,3.3,150,False,50000
A,Dammam,Mercedes,Automatic,Other,Full,2020,1.3,4700,False,165000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,2016,2.0,202332,False,57000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2012,3.6,360000,True,0
Touareg,Riyadh,Volkswagen,Automatic,Saudi,Semi Full,2012,4.0,243000,False,50000
A6,Jeddah,Audi,Automatic,Saudi,Full,2014,3.5,79000,False,85000
Acadia,Aseer,GMC,Automatic,Saudi,Semi Full,2017,3.6,298000,False,75000
LX,Jeddah,Lexus,Automatic,Other,Full,2006,4.7,246000,False,37000
The 7,Riyadh,BMW,Automatic,Saudi,Full,2018,2.0,52000,False,200000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,5.3,194000,False,116000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2006,5.3,377000,False,20000
Flying Spur,Makkah,Bentley,Automatic,Saudi,Full,2009,6.0,49000,False,220000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,5.3,147000,True,0
Avalon,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,3.5,65000,False,123000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2009,1.0,327000,False,48000
Hilux,Qurayyat,Toyota,Manual,Saudi,Full,2020,2.8,31000,True,0
Marquis,Al-Baha,Ford,Automatic,Saudi,Full,1999,4.6,10000,True,0
Cressida,Riyadh,Toyota,Manual,Saudi,Semi Full,1993,4.0,492000,False,11000
Optima,Makkah,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,True,0
Creta,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,125000,False,57000
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2010,5.7,240000,False,25000
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2015,1.5,137000,True,0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,2.0,69000,False,82000
Camry,Yanbu,Toyota,Automatic,Saudi,Standard,2016,2.5,111417,True,0
The 5,Makkah,BMW,Automatic,Other,Semi Full,2005,2.0,278878,True,0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2020,2.7,15000,False,105500
S,Riyadh,Mercedes,Automatic,Saudi,Full,2018,3.0,73000,False,345000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,73000,False,220000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2013,5.3,107000,False,75000
H3,Al-Medina,Hummer,Automatic,Other,Full,2007,3.5,330,True,0
FJ,Hail,Toyota,Automatic,Saudi,Semi Full,2016,4.6,272,False,85000
Taurus,Qassim,Ford,Automatic,Saudi,Semi Full,2014,3.5,190000,True,0
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2017,2.4,245000,False,45000
Expedition,Jeddah,Ford,Automatic,Saudi,Full,2012,5.4,242,True,0
Marquis,Abha,Ford,Automatic,Saudi,Semi Full,2008,4.6,2500,True,0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,82569,False,80500
Land Cruiser,Abha,Toyota,Manual,Saudi,Semi Full,2002,4.6,214000,True,0
Charger,Dammam,Dodge,Automatic,Gulf Arabic,Semi Full,2019,3.6,55000,False,109000
Cerato,Makkah,Kia,Automatic,Saudi,Standard,2020,1.6,31700,False,1500
ES,Al-Ahsa,Lexus,Automatic,Other,Semi Full,2016,3.5,104000,False,98000
Copper,Al-Ahsa,MINI,Automatic,Gulf Arabic,Semi Full,2016,2.0,107000,False,59000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,84000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,133634,False,146500
Innova,Jeddah,Toyota,Automatic,Saudi,Full,2018,2.7,1000,True,0
Tucson,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,16458,False,78500
Abeka,Riyadh,Chevrolet,Automatic,Saudi,Full,2007,4.3,168000,True,0
The 7,Dammam,BMW,Automatic,Other,Full,1989,5.0,67000,False,48000
Sierra,Riyadh,GMC,Automatic,Other,Standard,2011,5.3,262000,True,0
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,4.0,89000,False,118000
VTC,Qassim,Nissan,Manual,Gulf Arabic,Standard,2014,4.8,244000,False,50000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.4,41853,False,60000
S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,8.0,160000,False,110000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.6,59000,False,248000
Patrol,Makkah,Nissan,Manual,Saudi,Semi Full,2003,6.0,20017,True,0
Optima,Dammam,Kia,Automatic,Gulf Arabic,Full,2018,2.4,83000,False,75000
Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.3,143000,False,87000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87775,False,26000
Camry,Qassim,Toyota,Automatic,Unknown,Standard,2019,2.5,30000,True,0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,98000,False,35000
Camry,Jeddah,Toyota,Automatic,Unknown,Standard,2010,2.5,142333,True,0
Odyssey,Dammam,Honda,Automatic,Saudi,Semi Full,2016,3.5,71000,False,63000
Hilux,Al-Ahsa,Toyota,Manual,Saudi,Full,2012,2.7,337681,True,0
Ciocca,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,5.7,85000,False,125000
Suburban,Riyadh,Chevrolet,Automatic,Other,Full,2009,5.3,190000,True,0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,135000,False,27500
6,Qassim,Mazda,Automatic,Saudi,Semi Full,2019,2.5,92000,False,70000
ES,Riyadh,Lexus,Automatic,Saudi,Standard,2019,2.5,30000,True,0
LX,Tabouk,Lexus,Automatic,Gulf Arabic,Full,2014,5.7,128000,True,0
Avalon,Al-Jouf,Toyota,Automatic,Other,Full,2008,3.6,201,False,30000
The M,Al-Ahsa,BMW,Automatic,Saudi,Full,2007,2.0,145000,True,0
Furniture,Makkah,Toyota,Automatic,Saudi,Full,2017,4.0,176000,False,55000
Tahoe,Hail,Chevrolet,Automatic,Saudi,Standard,2021,8.5,7700,True,0
Accent,Arar,Hyundai,Automatic,Saudi,Standard,2015,1.4,196,True,0
Mustang,Dammam,Ford,Manual,Other,Standard,2015,5.0,119000,False,85000
H1,Makkah,Hyundai,Automatic,Other,Semi Full,2016,2.4,280000,False,32000
Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2014,2.5,88673,False,50000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2020,3.5,38000,False,68000
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,5.7,236335,False,78500
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,201074,False,55000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,64126,False,32000
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,1.1,166,True,0
Explorer,Riyadh,Ford,Automatic,Other,Standard,2016,2.5,83000,False,86000
Carnival,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2019,3.6,99000,False,2141
Expedition,Riyadh,Ford,Automatic,Other,Semi Full,2007,5.4,250000,False,25000
Elantra,Jeddah,Hyundai,Automatic,Other,Full,2016,1.6,74000,False,50000
Delta,Jeddah,Daihatsu,Manual,Saudi,Standard,2014,3.7,51000,True,0
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,141000,True,0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,280,True,0
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2014,4.6,495000,True,0
H1,Riyadh,Hyundai,Automatic,Other,Semi Full,2015,2.7,112000,True,0
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,96000,False,85000
500,Dammam,Fiat,Automatic,Gulf Arabic,Full,2017,1.4,74000,False,48000
Range Rover,Al-Ahsa,Land Rover,Automatic,Other,Full,2015,2.8,102000,False,158000
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,56991,False,33500
Camry,Riyadh,Toyota,Manual,Saudi,Semi Full,2004,2.5,400000,False,15000
Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,3.0,85000,False,58000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.0,11000,True,0
A8,Riyadh,Audi,Automatic,Saudi,Full,2014,3.0,175,True,0
Prestige,Riyadh,Genesis,Automatic,Saudi,Semi Full,2013,3.8,185000,False,40000
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Standard,2016,2.4,80000,True,0
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,150000,False,30000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.6,143000,False,38000
C,Jeddah,Mercedes,Automatic,Other,Full,2016,2.2,95000,False,127000
D-MAX,Dammam,Isuzu,Manual,Saudi,Standard,2015,2.5,445539,False,53000
Tahoe,Hail,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,170000,True,0
Senta fe,Al-Baha,Hyundai,Automatic,Saudi,Full,2013,3.3,196000,False,39000
Taurus,Riyadh,Ford,Automatic,Other,Full,2016,3.5,200000,False,57000
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2018,2.7,67000,True,0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2016,2.0,249110,True,0
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2013,3.5,190000,False,85000
Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.7,75000,True,0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,245000,True,0
Patrol,Al-Ahsa,Nissan,Manual,Saudi,Semi Full,2004,4.8,350000,False,25000
Cherokee,Riyadh,Jeep,Automatic,Other,Semi Full,2019,2.4,55000,False,75000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,68878,False,146500
S,Riyadh,Mercedes,Automatic,Saudi,Full,2007,3.5,243000,False,45000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,50000,False,53000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,95000,False,141000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2017,5.3,137317,False,130000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.6,336000,False,50000
Armada,Jeddah,Nissan,Automatic,Saudi,Full,2006,5.6,184000,False,30000
Sierra,Riyadh,GMC,Automatic,Gulf Arabic,Full,2020,5.3,37000,False,159000
Durango,Taef,Dodge,Automatic,Saudi,Full,2020,3.6,36500,False,130000
Prado,Jeddah,Toyota,Automatic,Saudi,Standard,2016,4.0,74000,False,120000
X,Riyadh,BMW,Automatic,Other,Standard,2020,3.0,11578,False,262000
Logan,Riyadh,Renault,Manual,Saudi,Semi Full,2014,1.6,210,False,10000
Camry,Wadi Dawasir,Toyota,Automatic,Other,Standard,2016,2.5,161000,False,55000
Expedition,Tabouk,Ford,Automatic,Saudi,Standard,2013,5.4,99349,True,0
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2009,4.0,360000,True,0
Accent,Al-Medina,Hyundai,Automatic,Saudi,Standard,2019,1.4,33000,False,40000
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2020,5.4,14000,False,173000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,2.5,314000,False,59000
Land Cruiser,Taef,Toyota,Automatic,Saudi,Semi Full,2014,4.6,346000,False,130000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,362000,False,38000
Optima,Jeddah,Kia,Automatic,Gulf Arabic,Full,2014,2.4,215000,False,40000
ES,Jeddah,Lexus,Automatic,Saudi,Standard,2021,2.5,700,False,183000
Juke,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,1.5,225000,False,26000
Corolla,Khobar,Toyota,Automatic,Other,Semi Full,2015,1.6,309000,False,32000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.0,175000,False,50000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017,2.5,63000,False,82000
Ram,Riyadh,Dodge,Automatic,Saudi,Semi Full,2011,5.7,190000,False,40000
S,Dammam,Mercedes,Automatic,Saudi,Full,2011,3.6,84000,True,0
E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,2.0,94000,False,110000
Suburban,Tabouk,Chevrolet,Automatic,Saudi,Full,2009,5.3,25000,True,0
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2009,3.5,430000,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2020,3.5,5000,False,180000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,70000,False,123000
Accord,Aseer,Honda,Automatic,Saudi,Full,2005,2.0,530000,True,0
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2012,4.0,300000,True,0
Accord,Taef,Honda,Automatic,Saudi,Full,2009,2.4,100,True,0
Prado,Besha,Toyota,Automatic,Saudi,Semi Full,2009,4.0,85000,False,73000
Tahoe,Abha,Chevrolet,Automatic,Saudi,Standard,2016,5.3,145000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2021,5.4,5000,True,0
E,Dammam,Mercedes,Automatic,Other,Full,2017,3.5,21000,False,275000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,55000,False,57000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2019,5.6,36000,False,520000
Pajero,Abha,Mitsubishi,Automatic,Unknown,Full,2020,3.5,5000,True,0
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2015,2.0,82900,False,46000
Altima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,2.5,105000,False,35000
Cerato,Al-Ahsa,Kia,Automatic,Saudi,Full,2015,2.0,104000,False,28000
Datsun,Khobar,Nissan,Manual,Other,Standard,2014,2.4,119000,True,0
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,3000,False,135000
IS,Arar,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,5900,True,0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,6.0,163000,False,82000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,110000,False,45000
Blazer,Riyadh,Chevrolet,Automatic,Saudi,Full,2006,2.3,3500,True,0
300,Riyadh,Chrysler,Automatic,Saudi,Full,2007,3.5,30000,True,0
Elantra,Riyadh,Hyundai,Automatic,Other,Semi Full,2016,2.0,248767,True,0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,78276,False,41500
Taurus,Al-Medina,Ford,Automatic,Saudi,Full,2013,3.0,148000,True,0
Hilux,Riyadh,Toyota,Automatic,Saudi,Full,2020,2.7,1040,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2007,5.3,374000,False,32000
6,Jeddah,Mazda,Automatic,Saudi,Standard,2016,2.5,88350,False,50000
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,2017,1.7,82190,False,63000
Hilux,Abha,Toyota,Manual,Saudi,Semi Full,2016,2.7,155000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,50000,False,188500
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2009,5.4,318500,False,24500
C300,Al-Baha,Chrysler,Automatic,Saudi,Full,2006,3.5,200000,True,0
Explorer,Dammam,Ford,Automatic,Saudi,Standard,2012,3.5,336000,False,35000
Corolla,Jeddah,Toyota,Automatic,Saudi,Semi Full,2019,1.6,31000,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,84000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2011,5.3,143000,False,55000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,422,True,0
Hilux,Al-Ahsa,Toyota,Manual,Gulf Arabic,Full,2015,2.7,198000,True,0
Compass,Riyadh,Jeep,Automatic,Saudi,Standard,2016,2.4,96213,False,38500
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2020,2.5,31000,True,0
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.4,233124,False,51500
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,4.0,212000,False,145000
Terrain,Jazan,GMC,Automatic,Saudi,Standard,2016,2.4,151000,False,45000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,112000,True,0
Hilux,Aseer,Toyota,Manual,Saudi,Full,2019,2.7,122,False,75000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2006,4.4,289000,False,20000
LX,Tabouk,Lexus,Automatic,Other,Full,1998,5.7,200000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,305000,False,45000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2017,1.6,240000,False,45000
Tucson,Qassim,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,149293,True,0
GS3,Riyadh,GAC,Automatic,Gulf Arabic,Semi Full,2021,1.3,9000,False,46000
Creta,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,24516,False,56500
Aveo,Jeddah,Chevrolet,Manual,Saudi,Semi Full,2008,1.6,30000,False,4500
Sylvian Bus,Dammam,Nissan,Manual,Saudi,Standard,1998,3.0,200000,False,14000
LS,Riyadh,Lexus,Automatic,Saudi,Standard,2020,3.5,2900,False,325000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Full,2017,2.4,30000,True,0
SLK,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2013,3.0,100000,True,0
Land Cruiser,Dammam,Toyota,Manual,Gulf Arabic,Full,2016,4.0,220000,False,130000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2014,5.0,131000,False,230000
Expedition,Al-Medina,Ford,Automatic,Saudi,Full,2004,5.4,230000,True,0
Explorer,Al-Medina,Ford,Automatic,Saudi,Semi Full,2014,3.5,168322,False,60000
Sunny,Riyadh,Nissan,Automatic,Gulf Arabic,Standard,2019,1.5,92300,False,29000
KICKS,Jeddah,Nissan,Automatic,Saudi,Standard,2020,1.5,3990,False,67000
S300,Aseer,Chrysler,Automatic,Other,Full,2011,1.3,140000,False,23000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.7,113000,False,105000
5008,Riyadh,Peugeot,Automatic,Saudi,Semi Full,2018,1.6,34000,False,85000
Blazer,Dammam,Chevrolet,Automatic,Gulf Arabic,Full,2005,3.6,150000,False,14000
Tiguan,Riyadh,Volkswagen,Automatic,Saudi,Full,2019,2.0,60000,False,114000
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2012,8.0,190,True,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,3.5,95000,True,0
Hilux,Jubail,Toyota,Automatic,Saudi,Full,2018,2.7,218000,False,78000
QX,Riyadh,INFINITI,Automatic,Saudi,Full,2014,3.7,186000,True,0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,52000,False,51000
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,3.8,168000,False,109500
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2021,4.6,8000,False,295000
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,179000,False,45000
Yukon,Dammam,GMC,Automatic,Other,Full,2016,4.5,158000,False,152000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.0,119000,False,33000
Camry,Sabya,Toyota,Manual,Other,Semi Full,2006,2.5,250,True,0
Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,109000,True,0
Fusion,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2016,2.5,81000,False,46000
X,Jeddah,BMW,Automatic,Saudi,Full,2009,3.0,180000,False,35000
Rav4,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.5,162000,False,60000
ES,Al-Ahsa,Lexus,Automatic,Other,Full,2017,3.5,101000,False,119000
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.6,81000,False,38000
Rio,Dammam,Kia,Automatic,Saudi,Standard,2014,1.4,78000,False,24000
Camry,Al-Namas,Toyota,Automatic,Saudi,Full,2021,2.5,555,False,119000
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,8.0,262000,True,0
C300,Jeddah,Chrysler,Automatic,Saudi,Full,2019,3.6,80000,True,0
Hilux,Al-Baha,Toyota,Manual,Saudi,Standard,2013,2.7,154500,True,0
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019,3.6,85000,False,73000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,91000,False,32000
LX,Tabouk,Lexus,Automatic,Saudi,Full,2010,1.0,400,True,0
Silverado,Abha,Chevrolet,Automatic,Saudi,Standard,2018,4.3,70000,False,77000
Tahoe,Jazan,Chevrolet,Automatic,Other,Semi Full,2007,5.3,228400,False,39000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2011,2.7,325,False,32000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,90000,False,57000
Golf,Riyadh,Volkswagen,Automatic,Gulf Arabic,Full,2016,2.0,111000,False,65000
Expedition,Riyadh,Ford,Automatic,Other,Semi Full,2004,5.4,291000,True,0
Land Cruiser Pickup,Riyadh,Toyota,Manual,Other,Semi Full,2016,5.0,184,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,85000,False,75000
Explorer,Jeddah,Ford,Automatic,Saudi,Standard,2010,3.5,400000,True,0
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,122000,False,69000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Full,2014,5.7,205000,False,70000
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2016,3.7,152000,True,0
The 7,Qassim,BMW,Automatic,Gulf Arabic,Full,2002,3.6,288000,True,0
C,Riyadh,Mercedes,Automatic,Other,Full,2020,2.0,24000,False,267000
L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2016,2.4,239650,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2005,5.3,409000,False,20000
6,Riyadh,Mazda,Automatic,Saudi,Standard,2018,2.5,68263,False,66500
Yukon,Aseer,GMC,Automatic,Saudi,Semi Full,2009,5.3,250,True,0
Carnival,Riyadh,Kia,Automatic,Other,Semi Full,2009,3.3,216908,True,0
Senta fe,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,212000,False,57000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.6,248000,False,135000
Lancer,Dammam,Mitsubishi,Automatic,Gulf Arabic,Standard,2016,1.6,80000,True,0
Land Cruiser 70,Dammam,Toyota,Manual,Saudi,Standard,2016,4.0,49900,True,0
IS,Riyadh,Lexus,Automatic,Saudi,Semi Full,2018,3.5,131,False,166000
Flex,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,2.5,110000,False,67000
Ciocca,Besha,Toyota,Automatic,Saudi,Semi Full,2012,5.7,250000,True,0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2013,2.4,250920,False,55000
Sierra,Abha,GMC,Automatic,Other,Full,2015,5.3,212000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2013,2.6,280,False,25000
CS95,Jeddah,Changan,Automatic,Saudi,Full,2019,2.0,47000,False,77000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,128000,False,93500
Sierra,Dammam,GMC,Automatic,Gulf Arabic,Semi Full,2006,5.3,283000,False,29000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2007,4.7,340000,True,0
The 3,Riyadh,BMW,Automatic,Saudi,Full,2014,2.0,110000,True,0
Flex,Jeddah,Ford,Automatic,Saudi,Semi Full,2013,3.5,220000,True,0
Land Cruiser,Tabouk,Toyota,Manual,Saudi,Semi Full,1993,4.6,400,False,12000
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015,5.3,193000,False,118000
CS95,Makkah,Changan,Automatic,Saudi,Full,2020,2.0,70000,True,0
Ciocca,Dammam,Toyota,Automatic,Saudi,Full,2012,5.7,67000,True,0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2012,5.3,250385,False,47500
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2016,2.6,33387,True,0
Rio,Jeddah,Kia,Manual,Saudi,Standard,2008,1.0,323880,False,9000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,137000,False,29000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,106000,True,0
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2010,4.6,200000,False,22000
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2007,2.4,255559,False,15000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2020,1.4,89000,False,210000
Van,Riyadh,Ford,Automatic,Saudi,Full,2002,3.6,133000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,66000,False,1670
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93788,False,29000
S,Dammam,Mercedes,Automatic,Saudi,Full,2020,3.5,19700,False,395000
Sierra,Jubail,GMC,Automatic,Unknown,Full,1984,5.3,289000,True,0
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Full,2017,3.6,87000,True,0
Pathfinder,Dammam,Nissan,Automatic,Saudi,Standard,2013,3.5,96000,True,0
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,32000,False,97000
Van,Riyadh,Ford,Automatic,Saudi,Standard,2013,3.6,107601,True,0
Pajero,Al-Ahsa,Mitsubishi,Automatic,Saudi,Semi Full,2015,3.5,99000,False,55000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,235000,False,50000
